 2.24910189676172683759248e-01	 5.29071664578994148298019e-04	 6.41558483907843507543234e-02	 3.97220516010990537525416e-02	 9.71453196194680401731603e-01
-2.61158563469946147783673e-01	 1.05760751472596878364207e-02	-3.49772352087212717863807e-02	 9.36697791772670318444227e-01	 2.30343637346792612374813e-01
-4.44007062700546517586275e-01	 2.61253264482572342131128e-02	 6.93085871483276383386851e-01	 2.54563583044969787838596e-01	 5.06956164305730871966205e-01
 4.36293316935662200961588e-01	 5.77822636171323344989048e-01	 3.13612721105061442727902e-01	 5.26361353299475975831001e-01	 3.16796353576115907735300e-01
-4.38018252552902942476010e-01	 5.84650153992827381621566e-01	-3.13582409090081171143538e-01	 1.95813651575312858144073e-01	 5.74149191789614432579469e-01
-4.63311259561228205861028e-01	-5.69545348447528021473829e-01	-2.91864266916974368637483e-01	 2.01419028155005924718424e-01	 5.78970118071461592457183e-01
 4.11000309927337714732687e-01	-5.76372866269032169128650e-01	 3.35330863278167357055537e-01	 5.31966729879168931383049e-01	 3.21617279857962956590711e-01
 4.16989120074980457175684e-01	-1.78480387244624900955348e-02	-6.71337417295188365606862e-01	 4.73216798409511918421799e-01	 3.88810307341846683737430e-01
 4.93627432493722761996935e-01	 1.96313669306462032504434e-03	 7.10120465729102479102153e-01	-3.90814135277010865632263e-01	 3.15152883223911384202864e-01
 4.99616242641365615462234e-01	 5.60487964237635361008927e-01	-2.96547814844253576627153e-01	-4.49564066746665824680917e-01	 3.82345910707794611749222e-01
-1.50302645763759595842757e-01	 7.86495245022520217403894e-01	 4.67855781795526337596414e-01	-3.01342653922499092988829e-01	 2.21670739162438040770198e-01
-9.96810118111905452131793e-01	 2.18409041194555751663753e-02	 1.21229287870435863821994e-02	-7.08327221736763379400514e-02	 2.69874675370786604178264e-02
-1.84236775579355221976741e-01	-7.62020516646173873276382e-01	 4.96993727141968655303117e-01	-2.93822252079492307608177e-01	 2.28138690490873125016336e-01
 4.74323235633040740655275e-01	-5.93707538202720042086469e-01	-2.74829672671147162699157e-01	-4.43958690166973368729231e-01	 3.87166836989642215716145e-01
-1.76201943622673523615063e-01	-1.26808277395714045360231e-02	-8.53593496550945296519330e-01	-3.72643556343256243668094e-01	 3.18287596731656019510837e-01
-3.80684136994842492462965e-01	 8.79065451456936819418786e-03	 8.29253355339602260531962e-02	-7.21361837001173955563615e-01	 5.72505721437410186602790e-01
 -2.24910189676172683759248e-01	 -5.29071664578994148298019e-04	 -6.41558483907843507543234e-02	 -3.97220516010990537525416e-02	 -9.71453196194680401731603e-01
2.61158563469946147783673e-01	 -1.05760751472596878364207e-02	3.49772352087212717863807e-02	 -9.36697791772670318444227e-01	 -2.30343637346792612374813e-01
4.44007062700546517586275e-01	 -2.61253264482572342131128e-02	 -6.93085871483276383386851e-01	 -2.54563583044969787838596e-01	 -5.06956164305730871966205e-01
 -4.36293316935662200961588e-01	 -5.77822636171323344989048e-01	 -3.13612721105061442727902e-01	 -5.26361353299475975831001e-01	 -3.16796353576115907735300e-01
4.38018252552902942476010e-01	 -5.84650153992827381621566e-01	3.13582409090081171143538e-01	 -1.95813651575312858144073e-01	 -5.74149191789614432579469e-01
4.63311259561228205861028e-01	5.69545348447528021473829e-01	2.91864266916974368637483e-01	 -2.01419028155005924718424e-01	 -5.78970118071461592457183e-01
 -4.11000309927337714732687e-01	5.76372866269032169128650e-01	 -3.35330863278167357055537e-01	 -5.31966729879168931383049e-01	 -3.21617279857962956590711e-01
 -4.16989120074980457175684e-01	1.78480387244624900955348e-02	6.71337417295188365606862e-01	 -4.73216798409511918421799e-01	 -3.88810307341846683737430e-01
 -4.93627432493722761996935e-01	 -1.96313669306462032504434e-03	 -7.10120465729102479102153e-01	3.90814135277010865632263e-01	 -3.15152883223911384202864e-01
 -4.99616242641365615462234e-01	 -5.60487964237635361008927e-01	2.96547814844253576627153e-01	4.49564066746665824680917e-01	 -3.82345910707794611749222e-01
1.50302645763759595842757e-01	 -7.86495245022520217403894e-01	 -4.67855781795526337596414e-01	3.01342653922499092988829e-01	 -2.21670739162438040770198e-01
9.96810118111905452131793e-01	 -2.18409041194555751663753e-02	 -1.21229287870435863821994e-02	7.08327221736763379400514e-02	 -2.69874675370786604178264e-02
1.84236775579355221976741e-01	7.62020516646173873276382e-01	 -4.96993727141968655303117e-01	2.93822252079492307608177e-01	 -2.28138690490873125016336e-01
 -4.74323235633040740655275e-01	5.93707538202720042086469e-01	2.74829672671147162699157e-01	4.43958690166973368729231e-01	 -3.87166836989642215716145e-01
1.76201943622673523615063e-01	1.26808277395714045360231e-02	8.53593496550945296519330e-01	3.72643556343256243668094e-01	 -3.18287596731656019510837e-01
3.80684136994842492462965e-01	 -8.79065451456936819418786e-03	 -8.29253355339602260531962e-02	7.21361837001173955563615e-01	 -5.72505721437410186602790e-01
